10-10-21-08_2017_10_10_21_08_25_01,0,0,0
10-10-21-08_2017_10_10_21_08_25_05,0,0,0
10-10-21-08_2017_10_10_21_08_25_11,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_18,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_24,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_31,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_37,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_44,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_51,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_58,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_64,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_71,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_78,0.0,0.0,0.0
10-10-21-08_2017_10_10_21_08_25_84,0.0,0.0,154.6
10-10-21-08_2017_10_10_21_08_25_91,0.0,0.0,412.4
10-10-21-08_2017_10_10_21_08_25_98,0.0,0.0,979.8
10-10-21-08_2017_10_10_21_08_26_04,0.0,0.0,2063.2
10-10-21-08_2017_10_10_21_08_26_11,0.0,0.0,3353.0
10-10-21-08_2017_10_10_21_08_26_18,0.0,0.0,5004.2
10-10-21-08_2017_10_10_21_08_26_24,0.0,0.0,7997.0
10-10-21-08_2017_10_10_21_08_26_31,0.0,0.0,11815.6
10-10-21-08_2017_10_10_21_08_26_38,0.0,0.0,17285.8
10-10-21-08_2017_10_10_21_08_26_44,0.0,0.0,22962.4
10-10-21-08_2017_10_10_21_08_26_51,0.0,0.0,28793.8
10-10-21-08_2017_10_10_21_08_26_54,0.0,0.0,34470.4
10-10-21-08_2017_10_10_21_08_26_58,0.0,0.0,39837.2
10-10-21-08_2017_10_10_21_08_26_61,0.0,0.0,43604.2
10-10-21-08_2017_10_10_21_08_26_64,0.0,0.0,47577.6
10-10-21-08_2017_10_10_21_08_26_68,0.0,0.0,51447.8
10-10-21-08_2017_10_10_21_08_26_71,0.0,0.0,55008.4
10-10-21-08_2017_10_10_21_08_26_74,0.0,0.0,58053.0
10-10-21-08_2017_10_10_21_08_26_78,0.0,0.0,60839.4
10-10-21-08_2017_10_10_21_08_26_81,0.0,0.0,63006.6
10-10-21-08_2017_10_10_21_08_26_84,0.0,0.0,64606.2
10-10-21-08_2017_10_10_21_08_26_88,0.0,0.0,65225.4
10-10-21-08_2017_10_10_21_08_26_91,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_26_94,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_26_98,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_01,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_04,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_08,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_11,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_14,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_18,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_21,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_24,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_28,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_31,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_34,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_38,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_41,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_44,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_48,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_51,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_54,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_58,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_61,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_64,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_68,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_71,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_75,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_78,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_81,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_85,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_88,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_91,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_95,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_27_98,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_01,-26.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_05,-52.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_08,-78.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_11,-104.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_15,-181.6,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_18,-233.2,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_21,-233.2,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_25,-233.2,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_28,-233.2,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_31,-233.2,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_35,-284.8,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_38,-336.4,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_41,-388.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_45,-439.6,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_48,-491.2,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_51,-491.2,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_55,-542.8,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_58,-594.4,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_61,-594.4,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_65,-542.8,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_68,-439.6,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_71,-388.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_75,-258.8,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_78,-181.2,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_81,-103.6,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_85,-77.6,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_88,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_91,0.0,0.0,65535.0
10-10-21-08_2017_10_10_21_08_28_95,0.0,0.0,65535.0
